RowNumber,FieldName,ErrorCode,Message
277,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
277,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
278,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
278,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
278,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
278,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
279,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
279,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
279,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
279,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
280,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
280,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
280,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
280,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
281,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
281,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
281,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
281,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
282,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
282,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
282,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
282,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
283,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
283,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
283,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
283,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
284,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
284,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
284,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
284,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
285,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
285,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
285,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
285,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
286,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
286,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
286,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
286,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
287,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
287,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
287,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
287,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
288,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
288,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
288,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
288,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
289,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
289,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
289,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
289,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
290,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
290,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
290,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
290,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
291,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
291,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
291,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
291,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
292,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
292,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
292,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
292,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
293,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
293,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
293,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
293,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
294,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
294,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
294,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
294,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
295,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
295,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
295,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
295,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
296,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
296,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
296,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
296,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
297,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
297,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
297,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
297,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
298,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
298,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
298,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
298,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
299,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
299,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
299,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
299,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
300,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
300,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
300,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
300,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
301,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
301,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
301,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
301,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
302,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
302,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
302,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
302,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
303,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
303,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
303,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
303,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
304,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
304,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
304,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
304,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
305,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
305,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
305,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
305,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
306,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
306,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
306,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
306,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
307,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
307,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
307,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
307,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
308,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
308,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
308,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
308,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
309,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
309,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
309,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
309,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
310,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
310,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
310,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
310,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
311,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
311,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
311,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
